Copies,Attack,Defence,Faction,Name,Traits,Action,Tags,Designer,CardNumber
1,1,2,Superheroes,Jean Slightly-Off Stone Colour,"<em>- Mind Wipe -</em><br><strong>On Recruit:</strong> Choose a unit in any Lane. While Jean is alive, treat that unit as if it has no text on its card.",,,Brendan Head,60-11
1,1,4,Superheroes,Professor-Z,<strong>On Recruit:</strong> Choose a Lane. Your opponent must play into that Lane next turn.,,,Brendan Head,60-12
1,1,2,Superheroes,Spy Da Man,<em>- Web Swinging -</em><br>You may move this unit to a different Lane at any time except during Combat.<br><em>- Photo Shoot -</em><br><strong>After Attacking:</strong> If this unit was not damaged during this combat stage it gains a +1/+1 counter.,,,Brendan Head,60-13
1,1,1,Superheroes,The Fast and The Flash,{attacksFirst:Attacks First.}<br> <strong>On Recruit:</strong> Attacks this turn.<br><em>- Super Reflexes -</em><br>This unit can only be damaged in combat by other units that Attack First.,,,Brendan Head,60-14
1,1,1,Superheroes,Waterman,"<strong>On Recruit:</strong> Place a 0/2 Water token unit in this Lane. While this is in the same Lane as the Water token unit, Waterman gains +2 Attack Power.",,,Brendan Head,60-15
1,0,2,Superheroes,Water Token Unit,,,Starting,Brendan Head,60-16
1,1,3,Superheroes,Yellow Lamp,<em>- Mind Construct -</em><br><strong>On Recruit:</strong> Place a Innocent Civilian in this Lane with a +1/+1 counter on it that attacks this turn.,,,Brendan Head,60-17
1,2,2,Superheroes,Fore,"<em>- Gift Hammer -</em><br><strong>Start of Combat:</strong> If this would attack, may choose to not have it attack to prevent an enemy in this Lane from attacking this turn.",,,Brendan Head,60-18
1,2,2,Superheroes,Souperman,"<em>- V-Ray Vision -</em><br>You may look at the top card of your deck at any time. Once per turn, you may move it to the bottom. <em>- Flight -</em><br><strong>After Attacking:</strong> Must move to a different Lane. ",,,Brendan Head,60-19
1,2,3,Superheroes,Wolf Marine,<em>- Mutant Healing -</em><br>Ignore this unit for the purposes of combat damage allocation.<br><em>- Adamantis Poison -</em><br><strong>End of Turn:</strong> Put a damage counter on this unit.,,,Brendan Head,60-20
5,0,2,Poisoners,Poison Vial,,,Starting,Brendan Head,61-1
1,0,0,Poisoners,Fast-Acting Poison,"{action:Action}<br> Enemy loses HP equal to their Poison counters, then discards all Poison counters.",Action,,Brendan Head,61-2
1,0,4,Poisoners,Poison Healer,<strong>On Recruit:</strong> Gain 2 HP. <strong>End of Turn:</strong> Heal 1 HP damage on any unit.,,,Brendan Head,61-3
1,0,0,Poisoners,Poisoneer,"<strong>On Recruit:</strong> Gains three +1/+1 counters,<br><strong>Start of Turn:</strong> You must remove a counter, then opponent gains 1 Poison counter.",,,Brendan Head,61-4
1,0,0,Poisoners,Tactical Self-Poison Sabotage,"{action:Action}<br> All enemy Lanes attack this turn. For each HP you lose or have already lost this turn, opponent gains 1 Poison counter.",Action,,Brendan Head,61-5
1,1,3,Poisoners,Poison Balancer,<strong>End of Turn:</strong> May choose for both you and opponent to gain 1 Poison counter each.,,,Brendan Head,61-6
1,1,2,Poisoners,Poison Cobra,Attacks both Other Lanes. May choose to Opponent to lose 1 Poison counter to also attack this Lane.,,,Brendan Head,61-7
1,1,2,Poisoners,Poison Concocter,"<strong>On Recruit:</strong> Enemy loses 1 HP if they have any Poison counters. This turn, the enemy loses 2 HP for their Poison damage instead of 1.",,,Brendan Head,61-8
1,1,2,Poisoners,Poison Dagger,When this attacks into HP it does damage in the form of Poison counters.,,,Brendan Head,61-9
1,1,1,Poisoners,Poison Death Renewal,"<strong>On Death:</strong> May choose this to not die but instead gain 1 damage counter and two +1/+1 counters. If you choose to, you gain 2 Poison counters.",,,Brendan Head,61-10
1,1,2,Poisoners,Poison Executioner,<strong>Start of Turn:</strong> Sacrifice a friendly unit to cause opponent to gain 3 Poison Counters.,,,Brendan Head,61-11
1,1,2,Poisoners,Poison Glassmaker,"<strong>On Recruit:</strong> Take 2 Poison Vials, place them in any Lane(s) in any combination. Opponent gains 1 Poison counter.",,,Brendan Head,61-12
1,1,2,Poisoners,Poison Siphoner,<strong>On Recruit:</strong> Opponent gains 1 Poison counter. May choose Opponent to lose 1 Poison counter for you to deal 1 damage to any unit (friendly or enemy) in this Lane.,,,Brendan Head,61-13
1,1,3,Poisoners,Poison Stalling Device,<strong>On Recruit:</strong> Opponent gains 1 Poison counter. Enemy units in this Lane don't attack this turn.,,,Brendan Head,61-14
1,1,4,Poisoners,Poison Supplier,<strong>On Recruit:</strong> Opponent gains 1 Poison counter.,,,Brendan Head,61-15
1,2,2,Poisoners,Poison Mercenary,"Opponent may choose to negate the damage this unit would do, but if they do they gain 2 Poison counters.",,,Brendan Head,61-16
1,2,2,Poisoners,Poison Soldier,"If this Attacked this turn, takes 1 damage and opponent gains a Poison counter.",,,Brendan Head,61-17
1,2,2,Poisoners,Posion Addict,{attacksLast:Attacks Last.}<br> If opponent has 2 or more Poison counters this Attacks First instead.,,,Brendan Head,61-18
1,3,1,Poisoners,Poison Distractor,"{attacksLast:Attacks Last.}<br> This cannot do damage to HP, only to units.",,,Brendan Head,61-19
1,0,2,Masters of the Playing Cards,Face-Down Card,,,Starting,Brendan Head,62-1
1,1,3,Masters of the Playing Cards,Clubs,,,,Brendan Head,62-2
1,1,4,Masters of the Playing Cards,Diamonds,,,,Brendan Head,62-3
1,2,2,Masters of the Playing Cards,Hearts,,,,Brendan Head,62-4
1,3,1,Masters of the Playing Cards,Spades,,,,Brendan Head,62-5
1,,,Masters of the Playing Cards,2,<strong>On Recruit:</strong> Place a Face-Down Card in this Lane,,,Brendan Head,62-6
1,,,Masters of the Playing Cards,3,<strong>End of Turn:</strong> Heals 1 damage on itself or another unit.,,,Brendan Head,62-7
1,,,Masters of the Playing Cards,4,<strong>End of Turn:</strong> Can move this to a different Lane.,,,Brendan Head,62-8
1,,,Masters of the Playing Cards,5,<strong>On Recruit:</strong> Can move this to a different Lane.,,,Brendan Head,62-9
1,,,Masters of the Playing Cards,6,Attacks into any Lane except this Lane.,,,Brendan Head,62-10
1,,,Masters of the Playing Cards,7,{action:Action}<br> This Lane attacks this turn.,Action,,Brendan Head,62-11
1,,,Masters of the Playing Cards,8,{attacksLast:Attacks Last.}<br> This deals targeted damage.,,,Brendan Head,62-12
1,,,Masters of the Playing Cards,9,<strong>On Recruit:</strong> Gain 2 HP,,,Brendan Head,62-13
1,,,Masters of the Playing Cards,10,{attacksLast:Attacks Last.}<br> Attacks any Lane.,,,Brendan Head,62-14
1,,,Masters of the Playing Cards,Ace,<em>- Trump -</em><br><strong>On Recruit:</strong> Attacks this turn.,,,Brendan Head,62-15
1,,,Masters of the Playing Cards,Jack,<em>- Royal Status -</em><br><strong>On Recruit:</strong> Gains a +1/+1 counter,,,Brendan Head,62-16
1,,,Masters of the Playing Cards,Joker,Any combination of 1 card Suit stats and 1 card Rank ability.,,,Brendan Head,62-17
1,,,Masters of the Playing Cards,King,<em>- Leader -</em><br><strong>On Recruit:</strong> A unit of your choice gains a +1/+1 counter.,,,Brendan Head,62-18
1,,,Masters of the Playing Cards,Queen,<em>- Chess Gambit -</em><br>Attacks First,,,Brendan Head,62-19
12,0,0,Insects,Bug,<strong>On Recruit:</strong> Gains a +1/+1 counter.,,Starting,Brendan Head,63-1
1,0,0,Insects,Ant Queen,<strong>On Recruit:</strong> Place two Bugs in this Lane.<br><br><strong>End of Turn:</strong> Place a Bug in this Lane.,,,Brendan Head,63-2
1,0,1,Insects,Butterfly,"<strong>On Recruit:</strong> Gain 2 HP <em>- Metamorphosis -</em><br><strong>End of Turn:</strong> If this was played this turn, gains two +1/+1 counters.",,,Brendan Head,63-3
1,0,1,Insects,Dragonfly,<em>- I want a Milky Way -</em><br><strong>On Recruit:</strong> Place a Bug in this Lane whenever this or another unit is placed or moved here.,,,Brendan Head,63-4
1,0,1,Insects,Dragonfly II,<em>- I want to Eat the Sun -</em><br><strong>End of Turn:</strong> Discard a Bug in this Lane to gain two +1/+1 counters on this.,,,Brendan Head,63-5
1,0,2,Insects,Horsefly,Bugs in this Lane Attack First. <strong>On Recruit:</strong> Place a Bug in this Lane.,,,Brendan Head,63-6
1,0,1,Insects,Infestation,"<strong>On Recruit:</strong> Place a Bug in this Lane, then all Bugs in this Lane gain a +1/+1 counter.<br><br><strong>On Death:</strong> Place a Bug in this Lane.",,,Brendan Head,63-7
1,0,2,Insects,Ladybug Bug,<strong>On Recruit:</strong> Place two Bugs in this Lane. Bugs can Attack any Lane this turn.,,,Brendan Head,63-8
1,0,0,Insects,Larvae,<strong>On Recruit:</strong> Gains +1/+1 counters equal to number of +1/+1 counters on friendly units in this Lane.,,,Brendan Head,63-9
1,0,0,Insects,Midge,{action:Action}<br> Gain 3 Bugs in this Lane that attack this turn and 1 Bug in each other Lane.,Action,,Brendan Head,63-10
1,0,0,Insects,Mosquito Bug,"{action:Action}<br> Move a +1/+1 counter from by friendly unit in a different Lane I to this Lane as a Bug, then place another abug here. Then copy On Recruit of any friendly unit.",Action,,Brendan Head,63-11
1,0,1,Insects,Scarab Beetle,"<strong>On Recruit:</strong> Place a Bug in this Lane, then double the number of Bugs in this Lane.",,,Brendan Head,63-12
1,0,3,Insects,Swarm of Bugs,<strong>On Death:</strong> Place two Bugs in any Lanes.,,,Brendan Head,63-13
1,1,1,Insects,Cricket,"<strong>Start of Combat:</strong> If this Lane is attacking, place a Bug in this Lane.",,,Brendan Head,63-14
1,1,1,Insects,Fly,<strong>End of Turn:</strong> Move a Bug out of this Lane to place a new Bug in this Lane.,,,Brendan Head,63-15
1,1,3,Insects,Grasshopper Bug,<strong>On Recruit:</strong> Bugs in this Lane can move to other Lanes.,,,Brendan Head,63-16
1,1,1,Insects,Moth,"<strong>On Recruit:</strong> Place a Bug in this Lane. The first Bug to die in both other Lanes, is instead moved to this Lane.",,,Brendan Head,63-17
1,1,1,Insects,Wasp,"Sting - <strong>On Recruit:</strong> Deal 2 targeted damage to units in this Lane, then you may deal more targeted damage but for each extra you must sacrifice a Bug in any Lane.",,,Brendan Head,63-18
1,1,3,Insects,Worm,<strong>On Recruit:</strong> You may remove a Bug from another Lane to place two Bugs in this Lane.,,,Brendan Head,63-19
1,2,1,Insects,Termite,"After attacking, place a Bug in this Lane.",,,Brendan Head,63-20
3,0,2,CyberRunners,Server Rack,,,Starting,Brendan Head,64-1
1,0,0,CyberRunners,Conversion Rate Limiter,{action:Action}<br> You can spend 1 Credit each to put a +1/+1 counters on a unit in this Lane.,Action,0 Credits,Brendan Head,64-2
1,0,1,CyberRunners,CyberGladiator,<strong>End of Turn:</strong> Gains a +1/+1 counter or remove a +1/+1 counter to gain 1 Credit to use next turn.,,1 Credit,Brendan Head,64-3
1,0,2,CyberRunners,Data Archiver,<strong>1 Credit:</strong> Scry 2.,,0 Credits,Brendan Head,64-4
1,1,1,CyberRunners,Bank Transfer,<strong>On Recruit:</strong> Attacks this turn.<br><strong>0 Credits:</strong> Discard a card then gain 1 Credit.,,1 Credit,Brendan Head,64-5
1,1,1,CyberRunners,Code Reclaimer,"<strong>On Death:</strong> Gain 2 Credits, that can carry over to next turn.",,1 Credit,Brendan Head,64-6
1,1,3,CyberRunners,Edge Runner,<strong>1 Credit:</strong> Move this to another Lane.,,1 Credit,Brendan Head,64-7
1,1,2,CyberRunners,Pirate Download,<strong>2 Credits:</strong> Move a enemy unit in this Lane to this side of the Lane.,,1 Credit,Brendan Head,64-8
1,1,2,CyberRunners,Satellite Administrator,<strong>1 Credit:</strong> Gain a Server Rack in any Lane.,,1 Credit,Brendan Head,64-9
1,1,1,CyberRunners,Sentry Operator,<strong>1 Credit:</strong> Units in this Lane can target other Lanes.,,1 Credit,Brendan Head,64-10
1,1,1,CyberRunners,Upload Link,<strong>1 Credit:</strong> Add a +1/+1 counter to this.,,1 Credit,Brendan Head,64-11
1,2,2,CyberRunners,Digital Sapper,<strong>1 Credit:</strong> Opponent loses 1 HP.,,2 Credits,Brendan Head,64-12
1,2,3,CyberRunners,Distributed Network,{attacksLast:Attacks Last.}<br> Attacks all Lanes.,,3 Credits,Brendan Head,64-13
1,2,1,CyberRunners,Download Speed,<strong>1 Credit:</strong> Attacks First if this is attacking this turn.<br><br><strong>1 Credit:</strong> Attacks this turn.,,1 Credit,Brendan Head,64-14
1,2,3,CyberRunners,IP Trace,<strong>2 Credits:</strong> Does targeted damage this turn.,,2 Credits,Brendan Head,64-15
1,2,2,CyberRunners,Utility Belt,"<strong>1 Credit:</strong> Attacks this turn.<br><br><strong>1 Credit:</strong> Move any unit (friendly or enemy, can be this) to a different Lane.",,2 Credits,Brendan Head,64-16
1,3,1,CyberRunners,Marcher,<strong>1 Credit:</strong> Attacks any Lane.,,1 Credit,Brendan Head,64-17
1,4,1,CyberRunners,Frame,{attacksLast:Attacks Last.}<br>,,2 Credits,Brendan Head,64-18
1,4,5,CyberRunners,Hack,<strong>1 Credit:</strong> Heal 1 damage on this.,,3 Credits,Brendan Head,64-19
6,1,2,Eclipsers,Fighter,{attacksLast:Attacks Last.}<br>,,"Ship, Starting",Brendan Head,65-1
1,0,1,Eclipsers,Armour Plating,All Ships in this Lane have +1 Defence.<br><strong>On Recruit:</strong> Heal 1 damage from all Ships in this Lane.,,,Brendan Head,65-2
1,0,1,Eclipsers,Boosters,Ships placed in this Lane Attack the same turn they are played.,,,Brendan Head,65-3
1,0,1,Eclipsers,Double Barrel,"When Ships in this Lane attack, they attack twice.",,,Brendan Head,65-4
1,0,1,Eclipsers,Energy Batteries,"Whenever a +1/+1 counter is placed on Ships in this Lane, place an additional counter.",,,Brendan Head,65-5
1,0,1,Eclipsers,Extra Ammunition,All Ships in this Lane gain a +1/+1 counter.,,,Brendan Head,65-6
1,0,1,Eclipsers,Fleet Summon,{action:Action}<br> Place a Ship in each Lane.,Action,,Brendan Head,65-7
1,0,1,Eclipsers,Light-Speed Engine,All Ships in this Lane Attack First.,,,Brendan Head,65-8
1,0,1,Eclipsers,Nanobot Repairs,<strong>End of Turn:</strong> All Ships in this Lane heal 1 damage. ,,,Brendan Head,65-9
1,0,1,Eclipsers,Plasma Cannons,All Ships in this Lane have +1 Attack Power.,,,Brendan Head,65-10
1,0,1,Eclipsers,Range Extender,All Ships in this Lane can attack any Lane.,,,Brendan Head,65-11
1,0,1,Eclipsers,Scrap Retriever,"All Ships in this Lane gain the ability ""<strong>On Death:</strong> Gain 1 HP"". ",,,Brendan Head,65-12
1,0,1,Eclipsers,Self-Replicator,<strong>End of Turn:</strong> Place a Ship in this Lane if there are less than two Ships in this Lane.,,,Brendan Head,65-13
1,0,1,Eclipsers,Squad Blast,{action:Action}<br> All Ships in this Lane attack this turn.,Action,,Brendan Head,65-14
1,0,1,Eclipsers,Targeting Computer,All Ships in this Lane deal targeted damage to units.,,,Brendan Head,65-15
1,0,1,Eclipsers,Teleporter Module,<strong>End of Turn:</strong> All Ships in this Lane can move into different Lanes.,,,Brendan Head,65-16
1,0,1,Eclipsers,Weapon Steal,"All Ships in this Lane gain the ability ""<strong>On Death:</strong> Another Ship in any Lane gains a +1/+1 counter"".",,,Brendan Head,65-17
6,0,2,Renowners,Renown Through Shield,,,Starting,Brendan Head,66-1
1,0,2,Renowners,Intelligence Through Plots,"<strong>On Recruit:</strong> Gain a +1/+1 counter on any unit. Once per turn when you place a +1/+1 counter on a unit, place one more +1/+1 on that unit.",,,Brendan Head,66-2
1,0,3,Renowners,Observe Through Cowardice,"<strong>End of Turn:</strong> If this was played this turn, put a +1/+1 counter on all friendly units that attacked this turn.",,,Brendan Head,66-3
1,0,2,Renowners,Reconstitution Through Recruitment,<strong>On Recruit:</strong> Remove a damage counter on any friendly unit and then place a +1/+1 counter on that unit.,,,Brendan Head,66-4
1,0,2,Renowners,Respect Through Rites,<strong>On Death:</strong> Another unit in this Lane gains two +1/+1 counters.,,,Brendan Head,66-5
1,0,0,Renowners,Sharing Through Gift,"<strong>On Recruit:</strong> Gains two +1/+1 counters. After attacking, this loses a +1/+1 counter then place a +1/+1 counter on another unit.",,,Brendan Head,66-6
1,0,2,Renowners,Speed Through Armour,"<strong>On Recruit:</strong> Gains a +1/+1 counter. While friendly units in this Lane have +1/+1 counters on them, they Attack First.",,,Brendan Head,66-7
1,0,0,Renowners,Squad Through Army,{action:Action}<br> Every friendly unit in every Lane gains a +1/+1 counter.,Action,,Brendan Head,66-8
1,0,2,Renowners,Unite Through One,"When a friendly unit in this Lane gains a +1/+1 counter, this does too.",,,Brendan Head,66-9
1,0,2,Renowners,Vitality Through Inspiration,"<strong>On Recruit:</strong> Lose 2 HP and this gains a +1/+1 counter. When friendly units in this Lane take damage, gain 1 HP for each +1/+1 counter removed.",,,Brendan Head,66-10
1,1,2,Renowners,Accuracy Through Victory,"After each time the enemy loses HP from damage in this Lane, this gains a +1/+1 counter. While this has +1/+1 counters on it, it can target any Lane.",,,Brendan Head,66-11
1,1,2,Renowners,Command Through Maneuvers,"<strong>On Recruit:</strong> May move 1 friendly unit into or from this Lane. <br>When this attacks, if it is the only friendly unit in this Lane and has no +1/+1 counter, it gains two +1/+1 counters.",,,Brendan Head,66-12
1,1,2,Renowners,Courage Through Damage,"<strong>On Recruit:</strong> Gains a +1/+1 counter. When you remove +1/+1 counters from this, another unit gains the counter instead.",,,Brendan Head,66-13
1,1,2,Renowners,Defence Through Area,"When you recruit a friendly unit in a Lane other than this one, it gains a +1/+1 counter. ",,,Brendan Head,66-14
1,1,1,Renowners,Honour Through Battle,"<strong>End of Turn:</strong> If this attacked this turn, it gains a +1/+1 counter.",,,Brendan Head,66-15
1,1,2,Renowners,Revenge Through Vigour,"When a friendly unit in this Lane gains a +1/+1 counter, deal 1 Attack damage in this Lane.",,,Brendan Head,66-16
1,1,1,Renowners,Strength Through Death,"After an enemy unit in this Lane dies, this gains a +1/+1 counter.",,,Brendan Head,66-17
7,0,2,Sam,Welsh Wall,<em>- Keeps The English Out -</em><br>,,Starting,Brendan Head,67-1
1,0,0,Sam,Plant Grower,{action:Action}<br> Place a +1/+1 counter on any two friendly units in this Lane.<br><br><em>- Plant Proliferation -</em><br>All friendly units in all Lanes with +1/+1 counters gain one more counter.,Action,,Brendan Head,67-2
1,0,2,Sam,Blogging,"<em>- Captive Audience -</em><br>Whenever an enemy unit is placed in or moved into this Lane, this unit gains a +1/+1 counter.",,,Brendan Head,67-3
1,1,2,Sam,Corvid Plot,"<em>- Plot Reveal -</em><br><strong>On Recruit:</strong> Either copy the ""On Recruit"" effect of any friendly unit or deal 1 Attack damage in this Lane.",,,Brendan Head,67-4
1,1,1,Sam,Dungeon World,<strong>On Recruit:</strong> Roll two d6s and compare the result. You may place up to 2 damage counters on friendly units to add +1 to the result for each counter.<br><strong>10+:</strong> This gains three +1/+1 counters and attacks this turn.<br><strong>7-9:</strong> This gains two +1/+1 counters.<br><strong>6 or less:</strong> This gains a +1/+1 counter.,,,Brendan Head,67-5
1,1,3,Sam,Logo Designer,"<em>- Admire the Back Logo -</em><br><strong>On Recruit:</strong> Flip any unit in any Lane face-down. It loses all counters and cannot be targeted, damaged or given more counters.<br><strong>End of Turn:</strong> Flip any unit in any Lane over face-down or unflip all face-down cards (must unflip if at least three cards are already face-down). When flipped face up, units gain a +1/+1 counter.",,,Brendan Head,67-6
1,1,1,Sam,Recursive Recursion,"Whenever this returns to your hand, move all +1/+1 counters on it to Paradox Space then gain a +1/+1 counter to Paradox Space.<br><strong>On Recruit:</strong> Either return this to your hand or place all +1/+1 counters in Paradox Space on this.<br><strong>End of Turn:</strong> If this is in your hand, you may play it again. Otherwise, you may return it to your hand.",,,Brendan Head,67-7
1,1,2,Sam,Witch,<em>- Curse -</em><br><strong>On Recruit:</strong> Your opponent must discard a card from either the battlefield or their hand and replace it with one of their basic starting units.,,,Brendan Head,67-8
1,1,2,Sam,Homestuck Homestuck,"<em>- Homestuck Homestuck -</em><br>Any time you would trigger a card effect, you may trigger it twice.<br>If you do, lose 2 HP.",,,Brendan Head,67-9
1,1,1,Sam,Communism,<strong>On Recruit:</strong> Place two Welsh Walls in this Lane. This gains three +1/+1 counters.<br>Then equally redistribute all +1/+1 counters in this Lane among friendly and enemy units as evenly as possible.,,,Brendan Head,67-10
1,1,3,Sam,AI BAN,"<strong>On Recruit:</strong> Gain 2 HP.<br><em>- Do It Manually -</em><br>Units don't automatically attack for either player anymore. After playing cards, both players may lose 1 HP per Lane they want to attack instead.",,,Brendan Head,67-11
1,1,2,Sam,Tarot Reading,"You may look at the top card of your deck at any time. Whenever you would draw a card, you may first discard the top card of your deck (this only triggers once per draw).",,,Brendan Head,67-12
1,1,4,Sam,House Purchase,"<strong>On Recruit:</strong> Gain a money counter to your LISA supply.<br><strong>End of Turn:</strong> Gain a money counter to your LISA Supply. You may then purchase Welsh Walls for 2 money counters each, placed in any Lane.",,,Brendan Head,67-13
1,1,3,Sam,Pint Savings,"<em>- Money Gains -</em><br>Whenever you would gain a +1/+1 counter, money counter or HP, gain 1 more.",,,Brendan Head,67-14
1,2,5,Sam,Welsh Dragon,{attacksLast:Attacks Last.}<br><em>- Fire Breath -</em><br><strong>On Recruit:</strong> A friendly unit in this Lane (can be this) gains a damage counter.,,,Brendan Head,67-15
1,2,3,Sam,Typescript,"For the purposes of card effects, all units can now be considered friendly or enemy (you choose per unit per effect).",,,Brendan Head,67-16
1,2,2,Sam,Veggie,"<em>- Prevent Harm -</em><br>When a friendly unit would attack, you may instead have it not attack to gain 1 HP for each Attack Power it has.",,,Brendan Head,67-17
1,1,3,Sam,Home Server,"<em>- Hacking Program -</em><br><strong>End of Turn:</strong> Look at the top 2 cards of your deck. You may spend either 1 HP, one money counter or one +1/+1 counter from any friendly unit to discard the top card.",,,Brendan Head,67-18
1,2,2,Sam,Aspiring Carpenter,"<em>- Erect Fence -</em><br>Whenever you place a friendly unit, you may place a Welsh Wall with 1 damage counter on it in the same Lane.",,,Brendan Head,67-19
6,0,2,Discard Delvers,Corpse,,,Starting,Brendan Head,68-1
1,1,3,Discard Delvers,Redirection Machine,"When this unit would be damaged, may damage another friendly unit instead. Other Friendly units in this Lane gain ""<strong>On Death:</strong> Gain 1 HP"".",,,Brendan Head,68-2
1,1,1,Discard Delvers,Last Breath,"<strong>On Recruit:</strong> Place top card from deck in your discard pile. If it has an On Recruit ability, you may trigger it on this instead.",,,Brendan Head,68-3
1,0,2,Discard Delvers,Ghost-Powered Sword,Gains 1 Attack Power for every 2 cards in your discard pile.,,,Brendan Head,68-4
1,0,1,Discard Delvers,Luck of the Death,"<strong>On Recruit:</strong> Look at the top card of your deck and the top card of your discard pile. If either has 2 or more Attack Power, put one of them in this Lane. Otherwise a unit in this Lane gains two +1/+1 counters.",,,Brendan Head,68-5
1,1,3,Discard Delvers,Resurrection Amulet,<strong>Start of Turn:</strong> You may draw the top card of your discard pile instead of from the deck.,,,Brendan Head,68-6
1,1,2,Discard Delvers,Death Avenger,<strong>On Death:</strong> Put another card from your discard pile into this Lane.,,,Brendan Head,68-7
1,1,2,Discard Delvers,Skeleton Surveiller,<strong>On Recruit:</strong> Look at top 2 cards of deck and put one in your discard pile.,,,Brendan Head,68-8
1,0,2,Discard Delvers,Wheel of Death,"<strong>On Recruit:</strong> Discard any number of cards from hand. For every card you choose to keep in hand, this gains a +1/+1 counter. Next turn, draw back up to 3 cards.",,,Brendan Head,68-9
1,2,2,Discard Delvers,Speed of a Thousand Souls,Attacks First if there are 4 or more cards in your discard pile.,,,Brendan Head,68-10
1,1,2,Discard Delvers,Return to the Forge,"<strong>On Recruit:</strong> Move up to 3 cards from your discard pile to the bottom of your deck in any order. For each card you move, this gains the next ability in this list: Attacks First, Attacks this turn, Gains a +1/+1 counter.",,,Brendan Head,68-11
1,2,2,Discard Delvers,Final Shot,"When this is placed in your discard pile, deal 1 targeted damage to any unit.",,,Brendan Head,68-12
1,1,1,Discard Delvers,Death Life Bringer,<strong>On Recruit:</strong> Gain 1 HP for every 2 cards in your discard pile,,,Brendan Head,68-13
1,0,1,Discard Delvers,Bone Pile,"When this is placed in your discard pile: Set aside a +1/+1 counter to your supply, then may return this to your hand. If you leave this in your discard pile, the next card that would die gains ""<strong>On Death:</strong> Do not die and gain all +1/+1 counters from the supply""",,,Brendan Head,68-14
1,2,2,Discard Delvers,Corpse Stealer,<strong>On Recruit:</strong> Move the top card from your opponent's discard pile to your discard pile.,,,Brendan Head,68-15
1,0,3,Discard Delvers,Feed on Me,When this is placed in your discard pile: Opponent loses 2 HP and any unit gains a +1/+1 counter.,,,Brendan Head,68-16
1,1,2,Discard Delvers,Gladiator of Death,"<strong>End of Turn:</strong> If at least two friendly units in the same Lane died this turn, this gains a +1/+1 counter.",,,Brendan Head,68-17
9,0,2,Quadball Scotland,Scotland Supporter,,,Starting,Brendan Head,69-1
1,2,2,Quadball Scotland,Chaser,<em>- Tactical Formation -</em><br><strong>Start of Combat:</strong> May move this to any Lane.,,,Brendan Head,69-2
1,2,2,Quadball Scotland,Chaser,<em>- Tactical Formation -</em><br><strong>Start of Combat:</strong> May move this to any Lane.,,,Brendan Head,69-3
1,2,2,Quadball Scotland,Chaser,<em>- Tactical Formation -</em><br><strong>Start of Combat:</strong> May move this to any Lane.,,,Brendan Head,69-4
1,1,3,Quadball Scotland,Keeper (Keith),"<em>- Immunity -</em><br>The first time you place a damage counter on this each turn, that damage counter is deleted. ",,,Brendan Head,69-5
1,1,3,Quadball Scotland,Beater,"<em>- Throw Dodgeball -</em><br><strong>Start of Turn:</strong> Remove a +1/+1 counter from this, then put a damage counter on any enemy unit in this Lane.<br><em>- Gain Possession -</em><br><strong>End of Turn:</strong> This gains a +1/+1 counter if it doesn't have one.",,,Brendan Head,69-6
1,1,3,Quadball Scotland,Beater,"<em>- Throw Dodgeball -</em><br><strong>Start of Turn:</strong> Remove a +1/+1 counter from this, then put a damage counter on any enemy unit in this Lane.<br><em>- Gain Possession -</em><br><strong>End of Turn:</strong> This gains a +1/+1 counter if it doesn't have one.",,,Brendan Head,69-7
1,2,2,Quadball Scotland,Flag Runner,"<strong>On Recruit:</strong> Gains two +1/+1 counters.<br><br><em>- Next Handicap -</em><br><strong>End of Turn:</strong> If this was not played this turn, it takes 2 damage.",,,Brendan Head,69-8
1,0,4,Quadball Scotland,Seeker,"<em>- Window! -</em><br><strong>Start of Combat:</strong> Can move this to any Lane. Roll a d6 dice. On a 5-6, opponent loses 3 HP, all enemy units in this Lane take 1 damage and this is discarded.<br><em>- Bubble -</em><br>Gain a +1 bonus on the dice roll for each Beater in this Lane.",,,Brendan Head,69-9
1,1,3,Quadball Scotland,Trading Cards,"<strong>On Recruit:</strong> Both you and Opponent draw 1 card, then they show you their hand. May swap any 1 card from your hand from with one from their hand.",,,Brendan Head,69-10
1,0,1,Quadball Scotland,Trojan Horse,<em>- Scotland Together Strong! -</em><br><strong>On Recruit:</strong> Place a Scotland Supporter in this Lane.<br>Then this gains a +1/+1 counter for each friendly unit in this Lane (including itself). ,,,Brendan Head,69-11
1,1,2,Quadball Scotland,Irn Bru Kit,"<em>- Awestruck by the Beauty of the Kit -</em><br><strong>On Recruit:</strong> Choose an enemy unit in any Lane that would attack this turn, it does not attack this turn.",,,Brendan Head,69-12
1,1,2,Quadball Scotland,Timeout,<em>- Giant Ice Water Box -</em><br><strong>On Recruit:</strong> Return a card from your discard pile to the top of your deck.,,,Brendan Head,69-13
2,1,2,Quadball Scotland,Sub Rotation,"<strong>On Recruit:</strong> Search your deck for any card.<br>Draw that card, discard any card, then shuffle your deck.",,,Brendan Head,69-14
1,2,1,Quadball Scotland,Memes,<em>- Create Reel -</em><br><strong>On Recruit:</strong> Gain a Scotland Supporter in any Lane.<br><br><em>- It Goes Viral! -</em><br><strong>End of Turn:</strong> Gain a Scotland Supporter in any Lane.,,,Brendan Head,69-15
